driver_id,persona_type,driver_age,years_licensed,vehicle_age,vehicle_make,vehicle_model,prior_at_fault_accidents,prior_claims,prior_violations,data_source,account_created_date,policy_start_date,hard_brake_rate_base,rapid_accel_rate_base,harsh_corner_rate_base,speeding_rate_base,phone_usage_pct_base,night_driving_pct_base,avg_speed_multiplier,jerk_rate_multiplier,calculated_claim_probability
driver_000011,safe_driver,63,1,5,Honda,Camry,0,0,0,phone_only,2024-07-02 11:51:14.815682,2024-04-19 11:51:14.815682,0.19280335642863428,0.0827988567782066,0.1942500973540989,0.18334447585425942,0.04396351212422714,0.1333744954639807,0.9054290633108326,0.5473240497071696,0.016107934909433675
driver_000012,risky_driver,26,9,10,Audi,Challenger,4,6,3,phone_only,2025-02-22 11:51:14.815682,2024-08-27 11:51:14.815682,2.88107422802532,2.0736458227539747,1.3565764996102574,3.2991530452037594,0.21808705307870407,0.2907194624654906,1.220965965406045,1.7740897497110382,0.38060637751079424
driver_000013,average_driver,29,7,4,Honda,F-150,2,3,3,phone_only,2025-01-24 11:51:14.815682,2025-01-05 11:51:14.815682,1.34942726205498,0.8266440597130312,0.2111637971819071,0.26448880484271825,0.1383106393300143,0.23345950198860166,1.0855892857339842,1.0182361156822088,0.11536667349148266
driver_000014,safe_driver,56,2,3,Subaru,CX-5,0,0,0,phone_plus_device,2024-03-29 11:51:14.815682,2025-05-11 11:51:14.815682,0.3030294106316198,0.24546463301923543,0.18218747020125903,0.1402138415080379,0.04628819112847783,0.12998870299068965,0.8855105998344038,0.5487505301301316,0.016114188920432638
driver_000015,average_driver,39,12,6,Ford,Altima,1,1,1,phone_plus_device,2025-03-15 11:51:14.815682,2025-04-17 11:51:14.815682,1.9098200324511334,1.3534957460149184,0.43962277013215784,0.8824466272411735,0.06080956264029572,0.17224337175456644,1.0808250174359135,1.1434373005351126,0.09776866369382722
driver_000016,risky_driver,34,4,9,Mercedes,Camaro,2,1,2,phone_only,2023-10-25 11:51:14.815682,2024-10-28 11:51:14.815682,2.5917324947980664,5.648179060521288,1.478476170291836,4.669399142771476,0.21636659063074215,0.3957090121305409,1.1216805094429423,1.5476510068517155,0.29324952314815805
driver_000017,safe_driver,55,19,3,Toyota,Camry,0,0,1,phone_only,2025-04-29 11:51:14.815682,2024-07-17 11:51:14.815682,0.12564457483809965,0.1956203725353681,0.0648300606134916,0.06163285304436319,0.04240076397531678,0.08092846622086533,0.9579631394520925,0.5900966804633793,0.020128828534792597
driver_000018,safe_driver,60,40,2,Subaru,CX-5,0,0,4,phone_plus_device,2023-12-29 11:51:14.815682,2024-12-04 11:51:14.815682,0.3323659877553184,0.16891751810493608,0.016982326803111847,0.17311975700244475,0.011743429926334198,0.06473539622457727,0.8965629196442373,0.7419688683728798,0.01603167413455886
driver_000019,safe_driver,56,22,8,Subaru,CX-5,2,3,1,phone_plus_device,2024-10-19 11:51:14.815682,2024-12-31 11:51:14.815682,0.19561487058473584,0.07441019585515907,0.058369105441047904,0.09861513431183846,0.006918703075807786,0.12064191416945522,0.884689221959228,0.7081849436897157,0.02242610042258784
driver_000020,average_driver,27,7,4,Ford,Silverado,0,2,2,phone_plus_device,2024-05-09 11:51:14.815682,2024-05-16 11:51:14.815682,1.7525425637542413,1.2071275717929622,0.9008448757152717,0.966134896499791,0.14807219775189231,0.2091892775627911,1.0301185444298757,1.1627715450347074,0.08211110366852788
driver_000021,average_driver,45,2,2,Kia,Forte,0,0,0,phone_only,2024-10-23 11:51:14.815682,2024-11-13 11:51:14.815682,1.8461991138218727,0.6366271232466714,0.28045986653322136,0.22762814697301362,0.10394190479225338,0.2150144093249875,1.0999861742763815,0.9399841374880735,0.08212650329179833
driver_000022,average_driver,47,4,4,Ford,Forte,2,1,1,phone_plus_device,2024-07-11 11:51:14.815682,2025-05-01 11:51:14.815682,0.9373773605185266,0.9488029699608221,0.3185483643345942,1.047076265164212,0.09650339834352206,0.21058926925603114,0.988436554484328,0.9475580697291766,0.11370893198686971
driver_000023,safe_driver,32,6,7,Toyota,Accord,1,2,2,phone_plus_device,2025-02-27 11:51:14.815682,2025-04-24 11:51:14.815682,0.356750887250663,0.021071034531836896,0.12765468979022418,0.11594086596868654,0.005095065272298827,0.11004116148168441,0.9658721327426836,0.755087971726639,0.02402345801986226
driver_000024,risky_driver,33,15,9,Dodge,Mustang,2,3,5,phone_plus_device,2025-01-04 11:51:14.815682,2024-03-15 11:51:14.815682,5.857894356142117,5.269105521435833,3.145760528419623,2.7628822093569965,0.33344882600334796,0.4116398437613512,1.2930947462476157,1.4160659171099206,0.30326369090251976
driver_000025,safe_driver,60,42,8,Toyota,CX-5,2,4,2,phone_plus_device,2024-05-09 11:51:14.815682,2025-03-14 11:51:14.815682,0.4754726851751775,0.22121637669558344,0.05810662639636459,0.0021350492453963,0.047403128888851565,0.09885778468487874,0.8628419442937032,0.7160223992312583,0.022564614154671432
driver_000026,safe_driver,39,19,5,Honda,Camry,0,0,0,phone_only,2024-06-18 11:51:14.815682,2025-08-11 11:51:14.815682,0.158233788082503,0.014036969134470069,0.17140942934918418,0.0870156784874973,0.041105782264971524,0.11294457069519982,0.9101061163377909,0.5222246510766919,0.02012542177874667
driver_000027,safe_driver,59,5,4,Mazda,Accord,0,0,0,phone_plus_device,2024-08-15 11:51:14.815682,2024-11-15 11:51:14.815682,0.17640772951151915,0.023433694736562767,0.0005568700564689842,0.09375860680004132,0.029690559755978164,0.12069558298790332,0.8936888933546541,0.5694428703668077,0.01607311864656308
driver_000028,safe_driver,58,8,8,Hyundai,Accord,1,3,0,phone_plus_device,2024-04-05 11:51:14.815682,2024-07-16 11:51:14.815682,0.205922675557232,0.04846201368029626,0.05760179082837787,0.03084361151981487,0.0029819019756923528,0.13242403013200094,0.9688942849348617,0.6785132111958214,0.0192107423945777
driver_000029,average_driver,49,12,9,Toyota,Civic,1,3,3,phone_plus_device,2024-08-25 11:51:14.815682,2024-04-05 11:51:14.815682,0.5470136730582833,0.5834732690785336,0.7507146878769564,0.9019612683182633,0.10871229317097833,0.23214212452583835,0.9531118184323301,1.1059041520127104,0.09761769016249647
driver_000030,average_driver,41,1,12,Toyota,Forte,0,0,0,phone_plus_device,2024-09-26 11:51:14.815682,2024-12-05 11:51:14.815682,0.9144586625986936,1.4067452028034395,0.8345462430456247,0.6278102132656475,0.09548259086017294,0.24701847268085772,0.9971775735755252,0.9293095145103979,0.08119743688194442
driver_000031,safe_driver,61,8,1,Mazda,Outback,0,2,0,phone_only,2024-09-16 11:51:14.815682,2025-07-21 11:51:14.815682,0.17286667124663918,0.10719050857751149,0.14941616456196574,0.1235336390234096,0.037999526803050854,0.14276727608444478,0.880533735752541,0.6647658917255995,0.016093174759164608
driver_000032,safe_driver,65,10,7,Toyota,Accord,0,0,0,phone_only,2024-01-20 11:51:14.815682,2024-05-06 11:51:14.815682,0.1394528422698039,0.23684779750121948,0.09456637138041273,0.1359749337961399,0.025443600753475588,0.14802446326033752,0.8910137345069911,0.7504171836730084,0.016062832944228722
driver_000033,safe_driver,59,21,4,Subaru,Camry,0,0,1,phone_only,2024-05-06 11:51:14.815682,2024-03-12 11:51:14.815682,0.2213282451160618,0.17761076125848438,0.20151576229473642,0.09877867377443476,0.007429770919139456,0.1051917417070811,0.9307870866555811,0.6035371825079023,0.016020076213800985
driver_000034,average_driver,52,35,8,Ford,Forte,4,4,3,phone_only,2023-10-04 11:51:14.815682,2025-05-05 11:51:14.815682,1.1934093335643998,1.1621225519863123,0.3462474137910721,0.6160871722436206,0.14692036305742173,0.21498366525792725,1.0007841851077148,1.0770818394347528,0.14729731254544895
driver_000035,average_driver,39,10,5,Chevrolet,F-150,2,4,1,phone_only,2025-06-16 11:51:14.815682,2025-05-31 11:51:14.815682,1.2434744289067243,0.6697144558705367,0.6615350524154211,0.2689511675534737,0.1445235634934646,0.2462029072823442,1.098147754282771,0.9196616996495088,0.11560592204190581
driver_000036,safe_driver,52,15,4,Hyundai,Accord,0,2,0,phone_only,2024-02-03 11:51:14.816681,2024-08-10 11:51:14.816681,0.38233510677133986,0.22818433043633862,0.010018887059971998,0.12387829501801617,0.024836364326193516,0.12988601195075988,0.9856232936340588,0.5858582454377583,0.0200790757138164
driver_000037,safe_driver,48,24,6,Mazda,CX-5,0,0,0,phone_plus_device,2024-01-09 11:51:14.816681,2024-05-26 11:51:14.816681,0.45336109102168676,0.28751680258929296,0.0800113454812336,0.10974018770842793,0.013626367535618179,0.14441878160971985,0.8746816630553119,0.7742146860614937,0.020046071154643325
driver_000038,risky_driver,33,4,4,Audi,C-Class,1,1,2,phone_plus_device,2024-08-06 11:51:14.816681,2025-08-04 11:51:14.816681,3.1979803171506354,1.7146553176168386,3.335733800582665,4.456096727682488,0.22554754363231255,0.43925230657638925,1.1816591711590827,1.311821610005777,0.2531841282810325
driver_000039,safe_driver,58,16,6,Mazda,Camry,1,2,1,phone_only,2024-06-11 11:51:14.816681,2025-04-14 11:51:14.816681,0.3685505253620052,0.25060413607217064,0.12357772851562086,0.15731020432703108,0.03078261070255782,0.11902806637475635,0.9908579598570483,0.5839220420257366,0.019293098110643774
driver_000040,average_driver,33,5,4,Chevrolet,Corolla,1,1,1,phone_plus_device,2024-04-21 11:51:14.816681,2024-08-07 11:51:14.816681,0.8233153162264929,1.3206556482701444,0.6557164993379437,0.6819508534243507,0.1313052981121059,0.22886437542776095,0.9849498018569047,1.109747431121928,0.09794995561257182
driver_000041,average_driver,41,19,3,Chevrolet,Altima,2,3,2,phone_plus_device,2024-02-09 11:51:14.816681,2024-11-26 11:51:14.816681,0.904543825272478,0.7268101326978662,0.3582685887817806,0.2553707470309072,0.12417180569541494,0.19762459654232503,1.02891282898968,1.0982661100135982,0.1144691449316829
driver_000042,safe_driver,43,14,8,Mazda,Outback,0,0,1,phone_plus_device,2025-04-03 11:51:14.816681,2025-01-03 11:51:14.816681,0.34243682643351037,0.08937764237336542,0.10214831809199332,0.08692324039049641,0.03965480465508231,0.1377706213064214,0.8671621108645119,0.6964138872569426,0.02012291032167193
driver_000043,average_driver,48,2,6,Kia,Silverado,0,0,0,phone_only,2025-03-22 11:51:14.816681,2024-04-23 11:51:14.816681,1.4328040282020869,1.077653194429656,0.6970673051327431,0.4978548867142136,0.06222312853545593,0.22502842502514783,1.0030397119450651,1.0661362080011663,0.08084025591639522
driver_000044,safe_driver,65,2,5,Subaru,CX-5,1,1,1,phone_plus_device,2024-02-09 11:51:14.816681,2024-08-28 11:51:14.816681,0.29644683370992103,0.2572817367818861,0.07087659665821831,0.11260961982522155,0.005744265676515409,0.09291124108817811,0.8917852318742499,0.5678477282983543,0.019220038006162173
driver_000045,risky_driver,30,7,10,Chevrolet,A4,3,3,2,phone_only,2025-02-28 11:51:14.816681,2024-10-04 11:51:14.816681,4.131173765061043,2.3304465747910315,1.4384710231058875,3.651505182555246,0.1673963553120841,0.26835153661088906,1.248193811823684,1.9774482550064152,0.33698875933327305
driver_000046,average_driver,28,5,12,Ford,Silverado,1,3,0,phone_only,2024-02-12 11:51:14.816681,2024-09-15 11:51:14.816681,0.556849648815257,0.3855767559783614,0.5373203470411039,0.5225148932608283,0.11070760074410155,0.20123463058011049,1.0121275606824087,0.8862275861350988,0.09775239124533526
driver_000047,safe_driver,44,17,6,Toyota,CX-5,3,3,1,phone_only,2024-08-13 11:51:14.816681,2025-03-07 11:51:14.816681,0.21528327009871367,0.06185193829074153,0.026789372737123514,0.049879527442039606,0.016406117796892057,0.06756948018758423,0.8511594859853968,0.7241042370289303,0.03208267274121011
driver_000048,safe_driver,37,17,4,Subaru,Camry,0,0,2,phone_plus_device,2024-02-17 11:51:14.816681,2024-11-02 11:51:14.816681,0.13028517638995923,0.11962926438834695,0.07330441124407203,0.014396756370195059,0.04352622080977059,0.12791178686032645,0.9618707239696904,0.5664716176682754,0.020131967894731432
driver_000049,average_driver,39,2,2,Ford,Forte,0,0,0,phone_only,2025-06-29 11:51:14.816681,2024-12-17 11:51:14.816681,1.3861922465169099,0.4629044715407911,0.2449738746572952,0.5327684967249695,0.0802820435139013,0.20073368852897783,0.9912010501229238,0.8224688480852312,0.0810316186559489
driver_000050,average_driver,40,17,4,Chevrolet,Corolla,2,3,2,phone_only,2024-07-21 11:51:14.816681,2024-03-20 11:51:14.816681,1.2156049918493514,0.8247260010563403,0.6204852656368809,0.8037043826496101,0.13958767655568027,0.21518374546486096,1.0174600555476359,1.1239263670791884,0.11463570393506953
driver_000051,average_driver,35,3,11,Chevrolet,Silverado,0,0,0,phone_plus_device,2023-10-02 11:51:14.816681,2025-04-13 11:51:14.816681,1.5807737791298584,0.4073958579852092,0.29618028819868036,0.7981506963690073,0.07841469738781137,0.24063426971636773,1.0585600482503694,1.0626256345641911,0.08149184332253474
driver_000052,safe_driver,63,6,7,Toyota,CX-5,1,3,1,phone_only,2025-03-31 11:51:14.816681,2024-04-08 11:51:14.816681,0.42166943472732477,0.02794285874845948,0.12289945382596759,0.14149552297140566,0.016423827712679202,0.1447108624419381,0.8691690646150518,0.7108492616466261,0.01925216366459822
driver_000053,safe_driver,38,20,7,Toyota,Outback,1,0,1,phone_plus_device,2024-02-26 11:51:14.816681,2025-02-13 11:51:14.816681,0.14996498336437208,0.02239375983036593,0.16337204580284348,0.019567761690485196,0.038543736018155056,0.05377474923575613,0.9752679739951834,0.7651046496477685,0.024140697917349897
driver_000054,safe_driver,53,36,2,Subaru,Accord,2,2,2,phone_plus_device,2024-12-11 11:51:14.816681,2024-12-18 11:51:14.816681,0.21871469473782124,0.11779647318993859,0.1084706082751603,0.19871030290457614,0.040844561979062007,0.0750003211589007,0.9701888836227321,0.5415195603810293,0.028176278332582787
driver_000055,safe_driver,31,11,4,Hyundai,Elantra,1,0,1,phone_only,2023-11-21 11:51:14.816681,2025-01-21 11:51:14.816681,0.21940506574360266,0.0920933430743492,0.00973465875421194,0.0855896496008347,0.03969495543197191,0.14051468856619986,0.9185670424954673,0.5332573685870045,0.02414615094582115
driver_000056,safe_driver,51,9,1,Honda,Accord,0,0,1,phone_plus_device,2024-09-08 11:51:14.816681,2025-05-01 11:51:14.816681,0.2954430182791366,0.19559298973148478,0.2012408899665255,0.052031348694478334,0.0008121115554473812,0.12329410214506416,0.9682780024419273,0.6034407479490174,0.020005702952941302
driver_000057,safe_driver,42,10,6,Mazda,Outback,1,3,1,phone_only,2024-08-17 11:51:14.816681,2025-07-02 11:51:14.816681,0.16389576626735622,0.2153377493573461,0.16073980250491135,0.05726954210591233,0.015503794146844592,0.09733997676768434,0.9097336083529025,0.7446218241967948,0.024058192748827013
driver_000058,safe_driver,50,7,2,Mazda,Accord,0,2,1,phone_plus_device,2024-09-12 11:51:14.816681,2025-06-29 11:51:14.816681,0.30172881105942423,0.27981508767384117,0.10479972096679335,0.16168688653869095,0.03635406621713179,0.13223412795398864,0.8618390509083201,0.6807359896490682,0.020113049608081225
driver_000059,average_driver,25,3,11,Ford,F-150,1,2,0,phone_only,2024-04-10 11:51:14.816681,2024-10-03 11:51:14.816681,1.074043765437636,0.9947796433445468,0.7765236573411741,0.22916552000395876,0.11711838888936678,0.224989798426189,1.0109315347261478,1.0052344077858208,0.09784960160109503
driver_000060,average_driver,41,12,8,Toyota,Forte,2,4,3,phone_plus_device,2025-02-01 11:51:14.816681,2024-12-23 11:51:14.816681,1.065008783150039,0.7706528954983577,0.6634616617393108,0.6941894839467188,0.11790620569133949,0.22630844717985796,1.0923235293898335,0.9488053513882735,0.11509781304329764
driver_000061,safe_driver,34,10,5,Mazda,Camry,0,0,0,phone_only,2024-08-14 11:51:14.816681,2025-04-18 11:51:14.816681,0.15947061323761355,0.022961344477403424,0.035690417115114954,0.1474632530172093,0.04986312020115209,0.14865746596424861,0.9715769827536448,0.7902683709089188,0.02015206884625394
driver_000062,safe_driver,56,27,2,Toyota,Accord,0,0,0,phone_only,2025-05-31 11:51:14.816681,2025-01-09 11:51:14.816681,0.3275075069986104,0.13962342865512706,0.19576349344582517,0.025843499745869858,0.044212322341731,0.12169335985099498,0.8598622157901049,0.6194479942312726,0.016108853682474927
driver_000063,safe_driver,31,2,1,Subaru,Outback,0,2,0,phone_plus_device,2024-05-28 11:51:14.816681,2025-01-22 11:51:14.816681,0.17834680694335014,0.30085678088196205,0.03284483608803566,0.14031632751293802,0.03603163842186365,0.10636180344312957,0.9407708361792783,0.7527590012340167,0.0201107202813001
driver_000064,average_driver,46,13,6,Nissan,F-150,1,0,2,phone_only,2024-10-17 11:51:14.816681,2024-04-11 11:51:14.816681,1.75101231350054,0.848648403613245,0.7545313674420028,0.6348973818410514,0.11271640102980843,0.19829448181754195,0.9934507485202408,1.1826600679817618,0.09772544981047426
driver_000065,safe_driver,40,11,6,Subaru,Accord,0,1,0,phone_only,2025-04-21 11:51:14.816681,2025-05-24 11:51:14.816681,0.30752765109761815,0.08610406688680959,0.05320644160930109,0.02077697142948855,0.014510600248495077,0.07482702803811866,0.9076224750252408,0.6846132332491907,0.02004673173908504
driver_000066,safe_driver,55,24,1,Subaru,Elantra,1,2,1,phone_plus_device,2024-03-28 11:51:14.816681,2025-01-28 11:51:14.816681,0.31151523642220247,0.2767462036401045,0.13680598473497146,0.09839986281972668,0.02683453746444635,0.13824557309185928,0.9770758548090202,0.6292783308042622,0.024101050996721374
driver_000067,safe_driver,62,35,8,Toyota,Camry,3,5,1,phone_only,2025-01-23 11:51:14.816681,2024-05-26 11:51:14.816681,0.4579216362355082,0.04199564549063427,0.1865462650839468,0.06379920806334213,0.019647729393324154,0.10937246556309868,0.9424750731207274,0.7527805782092385,0.025681798655732113
driver_000068,average_driver,46,25,12,Nissan,Corolla,1,2,4,phone_plus_device,2025-06-24 11:51:14.816681,2024-08-09 11:51:14.816681,1.2898524818547927,0.9820694894324953,1.0077390408258597,0.5880894379073324,0.08768247761856958,0.2033127064573221,1.0935028238294824,0.9838654128078346,0.0982391046814112
driver_000069,risky_driver,21,2,6,Dodge,Camaro,1,0,1,phone_only,2024-12-04 11:51:14.816681,2025-04-29 11:51:14.816681,2.361166850721799,5.3996082154834895,2.832354484121768,3.8071374358612284,0.20349670201925188,0.362403603935497,1.2655903407016067,1.4169061775983807,0.33053475437710034
driver_000070,average_driver,54,31,9,Ford,Silverado,4,4,3,phone_only,2025-05-20 11:51:14.816681,2024-05-13 11:51:14.816681,0.5679614461418394,0.7811420197640225,0.7594778327245169,0.2752146248566018,0.1270766058098279,0.24290996801699777,0.9507772169610694,1.0201410263118467,0.1467976371814083
driver_000071,average_driver,43,22,5,Nissan,Forte,3,5,4,phone_plus_device,2025-07-02 11:51:14.816681,2025-06-27 11:51:14.816681,1.2719335117239021,0.5622749345822414,0.3069887610902378,0.34918580896099055,0.0958914471032361,0.2236617895492257,0.9885897320344279,0.8744796276512271,0.1299359282641966
driver_000072,safe_driver,38,16,3,Toyota,Camry,0,1,1,phone_only,2024-05-06 11:51:14.816681,2024-05-24 11:51:14.816681,0.35352499496141754,0.2614706594611682,0.1676470652228167,0.14537214095158812,0.03451451887094071,0.08675439031021702,0.9458066987799075,0.7821906871237702,0.020107951039408146
driver_000073,safe_driver,35,17,8,Hyundai,Accord,1,3,1,phone_only,2023-11-07 11:51:14.816681,2025-01-28 11:51:14.816681,0.32436551414361553,0.15416792133954377,0.11644508743162618,0.030468871381315092,0.016405881887110323,0.07054014855393616,0.928051231177718,0.5348720066553992,0.024063172936837268
driver_000074,risky_driver,32,14,9,Audi,Mustang,5,6,5,phone_plus_device,2024-03-02 11:51:14.816681,2025-05-16 11:51:14.816681,5.210645437097433,3.010421679793763,1.6604703464200623,1.6623804802606326,0.3103812500430891,0.3248921841276535,1.2458578998534096,1.9710260535500166,0.42969880574177255
driver_000075,safe_driver,31,4,4,Hyundai,Elantra,0,0,0,phone_only,2025-04-28 11:51:14.816681,2025-02-05 11:51:14.816681,0.4224094592283058,0.0730542761053936,0.06811372087657118,0.05423949327731963,0.046870518056753345,0.13094781835391944,0.9587535918863378,0.5338533916299432,0.020145161085722205
driver_000076,safe_driver,50,21,4,Honda,Outback,0,2,1,phone_plus_device,2025-05-25 11:51:14.816681,2024-12-15 11:51:14.816681,0.12749623613685585,0.14265581218748302,0.11694213710257836,0.16344210058752406,0.038803181073234994,0.07341615171416568,0.8710203362672356,0.7980450323729145,0.020118665158184605
driver_000077,safe_driver,46,7,6,Mazda,Outback,0,2,0,phone_only,2024-12-20 11:51:14.816681,2024-08-14 11:51:14.816681,0.1858946676037671,0.25152125554669785,0.0282260736139094,0.09053844039080491,0.002881196723277102,0.10299918140030856,0.9119016233471626,0.624952359998122,0.020011045767488213
driver_000078,average_driver,54,13,3,Honda,Altima,0,0,4,phone_plus_device,2025-01-29 11:51:14.816681,2024-05-26 11:51:14.816681,0.7064193896337142,1.096355264298331,0.7038901263455114,0.5843567710099701,0.09793942064709148,0.2457019760526673,1.0804210777286807,0.9331857243275286,0.08186092300768415
driver_000079,safe_driver,31,5,7,Hyundai,CX-5,0,0,0,phone_plus_device,2023-11-28 11:51:14.816681,2025-04-26 11:51:14.816681,0.4414462098773155,0.2271811115329352,0.15967558588375647,0.06713693862574097,0.010156374562794314,0.13640848414694823,0.8969383028305287,0.5137146343943284,0.02003528640741891
driver_000080,safe_driver,64,42,1,Mazda,Outback,4,6,3,phone_only,2025-04-27 11:51:14.816681,2025-03-27 11:51:14.816681,0.4276351649993405,0.28927493784911645,0.1280389968054135,0.09788983806891587,0.00841168229757705,0.12203135307620937,0.9692463271530452,0.5507797132580545,0.028843342182102442
driver_000081,average_driver,38,21,7,Kia,Corolla,5,7,4,phone_plus_device,2024-02-27 11:51:14.816681,2024-11-01 11:51:14.816681,1.7872781189199645,1.2114687087779066,0.2747926216157151,0.5033969604927454,0.10527014395296952,0.16713835752210476,0.9584172408693448,0.8037800690616523,0.16269362875848853
driver_000082,risky_driver,20,3,14,Chevrolet,Camaro,1,1,2,phone_only,2025-06-08 11:51:14.816681,2025-07-05 11:51:14.816681,4.016187807632522,4.272407223305709,2.8569618245030832,4.653278436655121,0.31925874146917044,0.39794903418414385,1.2081124862011223,1.5070769712663248,0.33449649082989374
driver_000083,safe_driver,54,28,3,Subaru,Elantra,2,4,1,phone_plus_device,2025-08-09 11:51:14.816681,2025-03-21 11:51:14.816681,0.3958479249709983,0.2781967257577013,0.07705260435994005,0.15024946495163538,0.0014812829472582558,0.09906034561107932,0.8909990542943196,0.7977757635352393,0.028013025354833666
driver_000084,safe_driver,47,16,3,Toyota,Accord,0,0,1,phone_plus_device,2025-03-08 11:51:14.816681,2025-02-01 11:51:14.816681,0.39264192515932655,0.20740329320493628,0.10673537775499305,0.18936999508239072,0.012137126018092192,0.0669501745245159,0.9281656796145248,0.705594797538367,0.02004147401727636
driver_000085,safe_driver,55,21,5,Subaru,CX-5,1,0,1,phone_plus_device,2025-04-13 11:51:14.816681,2025-06-01 11:51:14.816681,0.25469406420535007,0.23113194801138232,0.12181257094792868,0.11121417888097061,0.01502176423395617,0.09790097423954552,0.940481690258472,0.7085876886565644,0.02405793542210065
driver_000086,average_driver,42,17,8,Chevrolet,Silverado,2,3,5,phone_plus_device,2025-04-02 11:51:14.816681,2025-02-03 11:51:14.816681,0.7204270810986095,0.6743112938466054,0.4087601578897011,0.3286327257952037,0.09231279551169035,0.20979338547530374,1.0065486227057485,0.9796266883334536,0.11367558551502904
driver_000087,safe_driver,62,10,6,Hyundai,Accord,0,0,0,phone_plus_device,2025-03-10 11:51:14.816681,2024-03-19 11:51:14.816681,0.14445016107976957,0.06899201458931672,0.1547346679066878,0.11560631446540012,0.03438322043986447,0.09630632085527645,0.8831547604267804,0.6122358703415114,0.01608423024065375
driver_000088,safe_driver,40,8,3,Toyota,Accord,0,0,0,phone_plus_device,2024-08-17 11:51:14.816681,2025-01-08 11:51:14.816681,0.12818565015997996,0.1996759163176871,0.08341972832305296,0.012385235846424904,0.0022341526337660567,0.08430779475567483,0.9566168484632879,0.5067755345609337,0.020008058625817976
driver_000089,safe_driver,36,18,3,Hyundai,Accord,0,2,0,phone_plus_device,2025-03-26 11:51:14.816681,2024-11-24 11:51:14.816681,0.3154034391876926,0.054018319078750925,0.10807858655362279,0.07096352146900702,0.03523678079798672,0.13087297886312607,0.8808676719050983,0.7256976486081476,0.020109290157914652
