way_id,highway_type,maxspeed_raw,name,surface,speed_limit_mph,start_lat,start_lon,end_lat,end_lon,center_lat,center_lon,road_type
24103978,secondary,30 mph,South Western Avenue,asphalt,30,41.8782025,-87.6863615,41.8779583,-87.6863553,41.8780804,-87.6863584,arterial
24112110,tertiary,20 mph,West Augusta Boulevard,asphalt,20,41.8998422,-87.6609825,41.8998164,-87.6615743,41.899825575,-87.6613021,urban
24117965,residential,25 mph,West 34th Place,,25,41.8316043,-87.6509865,41.8315823,-87.653418,41.831593860000005,-87.652079,residential
24537963,motorway,45 mph,Kennedy Expressway,,45,41.8755496,-87.6452608,41.8786741,-87.6456642,41.876968766666664,-87.64554480833333,highway
24537970,motorway,55 mph,Dan Ryan Expressway,concrete,55,41.8755475,-87.6456618,41.8728253,-87.6455384,41.874213141666665,-87.64564707500001,highway
24562341,motorway,35 mph,Eisenhower Expressway,concrete,35,41.8754575,-87.6444232,41.8754583,-87.6425861,41.875459299999996,-87.64378192500001,highway
24956033,tertiary,20 mph,East Randolph Street,asphalt,20,41.8843718,-87.6234138,41.884293,-87.6229073,41.88432646666667,-87.62314176666666,urban
24956149,tertiary,20 mph,East Randolph Street,concrete,20,41.8845281,-87.6174887,41.8845023,-87.6189106,41.884509433333335,-87.61819026666667,urban
24957238,residential,20 mph,East Randolph Street,asphalt,20,41.8845383,-87.6173891,41.88465,-87.6157551,41.88457005,-87.61650525,residential
24985341,trunk,30 mph,North Lower Wacker Drive,,30,41.881958,-87.6368217,41.8857427,-87.6367985,41.88460027777777,-87.63684824444444,highway
25373575,motorway,55 mph,Eisenhower Expressway,asphalt,55,41.8757604,-87.645957,41.8757124,-87.6500963,41.875752639999995,-87.64732134,highway
26231820,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8923527,-87.6494018,41.8922229,-87.6491831,41.892287800000005,-87.64929245,arterial
26231821,secondary,25 mph,North Milwaukee Avenue,concrete,25,41.8928325,-87.6501359,41.8923527,-87.6494018,41.8925926,-87.64976885,arterial
26233560,motorway,45 mph,Kennedy Expressway,concrete,45,41.8942157,-87.6558519,41.8902088,-87.6498168,41.892282019999996,-87.65293618000001,highway
26233561,motorway,45 mph,Kennedy Expressway,asphalt,45,41.8890961,-87.6483005,41.8881319,-87.6473679,41.888551675,-87.64774835,highway
27803708,secondary,30 mph,North Western Avenue,asphalt,30,41.8820911,-87.6864542,41.8815559,-87.6864413,41.88182595,-87.68644795,arterial
31090745,tertiary,20 mph,South Blue Island Avenue,asphalt,20,41.8598062,-87.6594632,41.8603439,-87.65902,41.86007505,-87.6592416,urban
31090750,tertiary,20 mph,South Blue Island Avenue,asphalt,20,41.8607689,-87.6586412,41.8609927,-87.6584477,41.8608808,-87.65854445,urban
31090751,tertiary,20 mph,South Blue Island Avenue,asphalt,20,41.8607041,-87.658756,41.8604148,-87.6589931,41.860568199999996,-87.65886736666668,urban
31232685,motorway,45 mph,Dan Ryan Expressway,,45,41.8479693,-87.6429954,41.8507556,-87.644841,41.84920558333334,-87.643914675,highway
31232690,motorway,45 mph,Dan Ryan Expressway,,45,41.8466971,-87.6398044,41.8479693,-87.6429954,41.84733000333333,-87.64183248333333,highway
31232745,motorway,50 mph,Stevenson Expressway,,50,41.8460424,-87.6463285,41.845973,-87.6466007,41.8460077,-87.6464646,highway
31232748,motorway,55 mph,Stevenson Expressway,,55,41.8457415,-87.6465965,41.8458105,-87.6463258,41.845776,-87.64646115,highway
31232749,motorway,55 mph,Adlai Stevenson Expressway,,55,41.8458105,-87.6463258,41.8471872,-87.6382605,41.84668042972973,-87.64354121891891,highway
31232946,motorway,50 mph,Stevenson Expressway,,50,41.845714,-87.6488773,41.8455386,-87.6506726,41.845627042857146,-87.64990839999999,highway
31232947,motorway,50 mph,Stevenson Expressway,,50,41.8454544,-87.6511032,41.8442581,-87.6543932,41.84505622222222,-87.65233368888887,highway
31232950,motorway,55 mph,Stevenson Expressway,,55,41.8454193,-87.6493876,41.8457415,-87.6465965,41.845585820000004,-87.64764138000001,highway
31232951,motorway,55 mph,Stevenson Expressway,,55,41.8449354,-87.6517385,41.8453801,-87.6497991,41.84520350499999,-87.65073582500001,highway
31233015,motorway,55 mph,Stevenson Expressway,,55,41.8417875,-87.6591758,41.8418847,-87.6589639,41.8418361,-87.65906985000001,highway
31233016,motorway,55 mph,Stevenson Expressway,,55,41.8418517,-87.6597162,41.8409138,-87.6615088,41.8413892,-87.6606099,highway
31233017,motorway,55 mph,Stevenson Expressway,,55,41.8426691,-87.6580349,41.8418517,-87.6597162,41.8422604,-87.65887555,highway
31233024,motorway,55 mph,Stevenson Expressway,,55,41.8442581,-87.6543932,41.8440184,-87.6549663,41.84413825,-87.65467975,highway
31233025,motorway,55 mph,Stevenson Expressway,,55,41.8440184,-87.6549663,41.8426691,-87.6580349,41.8432883,-87.65664998333331,highway
31233026,motorway,55 mph,Stevenson Expressway,,55,41.8437457,-87.6547323,41.8439791,-87.6541553,41.8438624,-87.6544438,highway
31233027,motorway,55 mph,Stevenson Expressway,,55,41.8439791,-87.6541553,41.8449354,-87.6517385,41.844669733333326,-87.65241346666666,highway
31233057,motorway,55 mph,Stevenson Expressway,,55,41.8404108,-87.6619144,41.8407215,-87.6613436,41.84056615,-87.661629,highway
31233058,motorway,55 mph,Stevenson Expressway,,55,41.8407215,-87.6613436,41.8414288,-87.6599345,41.8410438,-87.66070486666666,highway
31233061,motorway,55 mph,Stevenson Expressway,,55,41.8409138,-87.6615088,41.8406028,-87.6620756,41.840758300000005,-87.6617922,highway
31233072,motorway,55 mph,Stevenson Expressway,,55,41.8394923,-87.6635603,41.8404108,-87.6619144,41.840005500000004,-87.6626512,highway
31233073,motorway,55 mph,Adlai Stevenson Expressway,,55,41.8388339,-87.6651769,41.8374536,-87.6690306,41.837944069230765,-87.66715670769233,highway
31233097,motorway,55 mph,Adlai Stevenson Expressway,,55,41.8373309,-87.6730662,41.8361503,-87.6831255,41.836981145454544,-87.67954599090909,highway
31233098,motorway,55 mph,Adlai Stevenson Expressway,,55,41.8370879,-87.6730554,41.8391019,-87.6642257,41.837666668749996,-87.66776265624999,highway
31233262,motorway,55 mph,Adlai Stevenson Expressway,,55,41.8359146,-87.6829955,41.8370879,-87.6730554,41.83674686249999,-87.67912760000002,highway
31233263,motorway,55 mph,Stevenson Expressway,,55,41.8361503,-87.6831255,41.8355173,-87.6851588,41.8358338,-87.68414215,highway
31233285,motorway,55 mph,Stevenson Expressway,,55,41.8336477,-87.6902051,41.8351472,-87.6853696,41.83439745,-87.68778735000001,highway
31233287,motorway,55 mph,Stevenson Expressway,,55,41.8338836,-87.6903384,41.8325546,-87.694567,41.8332191,-87.6924527,highway
31233300,motorway,55 mph,Stevenson Expressway,,55,41.8325546,-87.694567,41.8323571,-87.6952023,41.83245585,-87.69488465,highway
31233301,motorway,55 mph,Adlai Stevenson Expressway,,55,41.8323571,-87.6952023,41.8322873,-87.6954268,41.8323222,-87.69531455,highway
31233302,motorway,55 mph,Stevenson Expressway,,55,41.8320759,-87.6951945,41.8322771,-87.6945612,41.8321765,-87.69487785,highway
31233303,motorway,55 mph,Stevenson Expressway,,55,41.8322771,-87.6945612,41.8328129,-87.6928524,41.832544999999996,-87.6937068,highway
31391762,motorway,50 mph,Stevenson Expressway,,50,41.8471872,-87.6382605,41.8472152,-87.6366482,41.8472012,-87.63745435,highway
31391777,motorway,50 mph,Stevenson Expressway,,50,41.8472152,-87.6366482,41.8472169,-87.6360048,41.84721605,-87.6363265,highway
31391780,motorway,50 mph,Stevenson Expressway,,50,41.8473345,-87.6372509,41.8473263,-87.6382641,41.847330400000004,-87.63775749999999,highway
31392028,secondary,25 mph,South Wentworth Avenue,asphalt,25,41.8488923,-87.6319198,41.8482584,-87.6319671,41.84851738,-87.631951,arterial
31393860,secondary,25 mph,South Wentworth Avenue,,25,41.8455276,-87.631783,41.8471312,-87.6321159,41.84633794285714,-87.63197827142858,arterial
31394981,motorway,45 mph,Dan Ryan Expressway (Express),,45,41.8426182,-87.6308883,41.845404,-87.6343506,41.84424890588235,-87.6323252235294,highway
33262501,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.8961769,-87.6552929,41.8959826,-87.6549764,41.896079525,-87.655133125,arterial
48784571,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8840412,-87.6146455,41.8831927,-87.6161737,41.88366678571429,-87.61522358571428,highway
48784593,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8940536,-87.6147692,41.8965131,-87.6164689,41.89512416,-87.61552151999999,highway
48785123,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8882082,-87.6246143,41.8873428,-87.6246512,41.887869200000004,-87.62464535,arterial
48785138,motorway,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8969105,-87.6167352,41.9060019,-87.6248831,41.901777180487805,-87.62179083658536,highway
48785141,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8968438,-87.6168932,41.8952668,-87.6158181,41.89594283333333,-87.61627326666667,highway
48842734,secondary,30 mph,North Wells Street,asphalt,30,41.8915756,-87.6340545,41.8911889,-87.6340461,41.891420100000005,-87.63405113333333,arterial
49176167,motorway,45 mph,Eisenhower Expressway,asphalt,45,41.8753295,-87.6503083,41.8754377,-87.6459454,41.87539594,-87.64816052,highway
49570561,motorway,45 mph,Stevenson Expressway,concrete,45,41.8481886,-87.61607,41.8481595,-87.618308,41.84817405,-87.617189,highway
56179892,secondary,30 mph,South Columbus Drive,asphalt,30,41.8674475,-87.6203803,41.8658352,-87.619968,41.866612883333325,-87.62020073333332,arterial
56179902,motorway,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8593217,-87.617405,41.8591544,-87.6173268,41.85923805,-87.61736590000001,highway
56179908,motorway,45 mph,South DuSable Lake Shore Drive,asphalt,45,41.8581327,-87.6165701,41.859212,-87.6171032,41.85867235,-87.61683665000001,highway
56179909,motorway,45 mph,South DuSable Lake Shore Drive,concrete,45,41.8579371,-87.6164736,41.8581327,-87.6165701,41.8580349,-87.61652185,highway
56179910,motorway,45 mph,South DuSable Lake Shore Drive,asphalt,45,41.8593795,-87.6171828,41.8599554,-87.6174399,41.85966745,-87.61731135,highway
56179911,motorway,45 mph,South DuSable Lake Shore Drive,asphalt,45,41.859212,-87.6171032,41.8593795,-87.6171828,41.85929575,-87.617143,highway
56179912,motorway,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8591544,-87.6173268,41.8580675,-87.6168054,41.85861095,-87.6170661,highway
56179914,motorway,45 mph,South DuSable Lake Shore Drive,concrete,45,41.8541828,-87.6144343,41.8558335,-87.6154273,41.855026624999994,-87.6149743,highway
56179915,motorway,45 mph,South DuSable Lake Shore Drive,,45,41.8539583,-87.6142742,41.8541828,-87.6144343,41.85407055,-87.61435424999999,highway
56179916,motorway,45 mph,South DuSable Lake Shore Drive,,45,41.8540358,-87.615078,41.8532416,-87.6147276,41.8536387,-87.6149028,highway
56179917,motorway,40 mph,South DuSable Lake Shore Drive,concrete,40,41.8580675,-87.6168054,41.8578722,-87.6167103,41.85796985,-87.61675785,highway
56400785,secondary,20 mph,North Dearborn Street,asphalt,20,41.8933477,-87.6296842,41.8939737,-87.6297053,41.8936607,-87.62969475,arterial
56460698,secondary,30 mph,West Fulton Market,asphalt,30,41.8867994,-87.6442784,41.8867962,-87.6461186,41.886797449999996,-87.64531530000001,arterial
56460701,secondary,25 mph,North Milwaukee Avenue,asphalt,25,41.891194,-87.6476267,41.8910473,-87.6473844,41.89112065,-87.64750555,arterial
56467340,secondary,30 mph,North Western Avenue,asphalt,30,41.8830029,-87.6864773,41.8842921,-87.6865212,41.8835484,-87.68649590000001,arterial
56467341,secondary,30 mph,North Western Avenue,asphalt,30,41.8886899,-87.6866406,41.8893501,-87.6866619,41.88902,-87.68665125000001,arterial
56629785,motorway,45 mph,Kennedy Expressway,asphalt,45,41.8881322,-87.6471188,41.8891001,-87.6480032,41.888613975,-87.647541175,highway
56629787,motorway,45 mph,Kennedy Expressway,asphalt,45,41.8880981,-87.6473419,41.8873833,-87.6468506,41.88775330000001,-87.64709716666665,highway
56641094,secondary,30 mph,West Cermak Road,asphalt,30,41.8520528,-87.6877119,41.8520444,-87.6883493,41.8520486,-87.68803059999999,arterial
56716745,motorway_link,45 mph,,asphalt,45,41.8976848,-87.6592458,41.8943014,-87.6559762,41.89616847272728,-87.65806508181818,highway
57288354,secondary,25 mph,South Wentworth Avenue,asphalt,25,41.8543135,-87.6317936,41.8532503,-87.6320378,41.853707433333334,-87.63189680833331,arterial
57371441,motorway_link,45 mph,,concrete,45,41.8501373,-87.613551,41.8481886,-87.61607,41.84887560000001,-87.61438079999999,highway
57371444,motorway_link,45 mph,Stevenson Expressway,,45,41.8499174,-87.6122234,41.8539583,-87.6142742,41.85211607,-87.61322919,highway
57375574,secondary,25 mph,South Wentworth Avenue,asphalt,25,41.8477455,-87.6320152,41.8482689,-87.631842,41.84800286666666,-87.63191815,arterial
57375575,secondary,25 mph,South Wentworth Avenue,asphalt,25,41.8471312,-87.6321159,41.8477455,-87.6320152,41.84745676,-87.63208378,arterial
57375577,secondary,25 mph,South Wentworth Avenue,asphalt,25,41.847751,-87.6321476,41.8471303,-87.6322157,41.847467333333334,-87.63219661666666,arterial
59583591,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8890967,-87.6140064,41.8920831,-87.6139527,41.89054085833333,-87.61394903333331,highway
59583596,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8838485,-87.6142081,41.8863928,-87.6137756,41.88489630666666,-87.61377858666668,highway
59583611,trunk,40 mph,North Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8920788,-87.6142089,41.8889042,-87.6141976,41.89051443,-87.61422394,highway
59672850,secondary_link,30 mph,,asphalt,30,41.8813216,-87.624206,41.8821148,-87.6245076,41.88186917272727,-87.62435413636364,arterial
59673547,secondary,30 mph,South Michigan Avenue,asphalt,30,41.881491,-87.6244923,41.8808351,-87.6244714,41.88108306666667,-87.62447903333333,arterial
59673605,secondary,30 mph,North Michigan Avenue,concrete,30,41.8822038,-87.6242095,41.8832566,-87.6242327,41.882763325000006,-87.62422005,arterial
59682591,tertiary,20 mph,East Randolph Street,,20,41.8843033,-87.6216464,41.8845058,-87.6216139,41.88440214444445,-87.62152794444445,urban
78088829,motorway,45 mph,Dan Ryan Expressway (Express),,45,41.8386308,-87.6306674,41.8426182,-87.6308883,41.84083545,-87.6307781125,highway
80874394,trunk,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8616473,-87.6181591,41.8635234,-87.6187094,41.86265505,-87.61847006666666,highway
89215842,residential,20 mph,North Westshore Drive,,20,41.8859912,-87.6162612,41.8865232,-87.6162891,41.8863737,-87.61627422500001,residential
89215847,residential,20 mph,East South Water Street,,20,41.8865232,-87.6162891,41.8865063,-87.6191062,41.88653180909091,-87.61749463636365,residential
89215850,residential,20 mph,North Park Drive,,20,41.8865063,-87.6191062,41.885527,-87.6190998,41.8860150875,-87.619126675,residential
111782487,motorway,55 mph,Kennedy Express Reversable Lane,concrete,55,41.8976848,-87.6592458,41.903118,-87.6611289,41.90081671666666,-87.66053381666666,highway
115891574,secondary,20 mph,West Harrison Street,asphalt,20,41.8743758,-87.6471845,41.8744415,-87.6480395,41.87440502,-87.64756295999999,arterial
115911644,secondary,30 mph,South Western Avenue,concrete,30,41.8758848,-87.68639,41.8752183,-87.6863667,41.8755301,-87.6863785,arterial
115911645,secondary,30 mph,South Western Avenue,asphalt,30,41.8768946,-87.6863165,41.8760825,-87.686385,41.87644051428572,-87.68637135714286,arterial
115911653,secondary,30 mph,South Western Avenue,asphalt,30,41.8760939,-87.6861647,41.8768946,-87.6863165,41.87649177142857,-87.68621797142858,arterial
115911654,secondary,30 mph,South Western Avenue,concrete,30,41.875442,-87.6861561,41.8756974,-87.6861507,41.8755697,-87.6861534,arterial
116017013,residential,25 mph,South Morgan Street,asphalt,25,41.872697,-87.6512478,41.8699044,-87.6511919,41.871520455555554,-87.65124046666666,residential
116025905,secondary,30 mph,South Desplaines Street,asphalt,30,41.8818174,-87.644106,41.8809481,-87.6440904,41.881417525,-87.644099825,arterial
117476790,trunk,40 mph,South Jean Baptiste Point DuSable Lake Shore Drive,asphalt,40,41.8831927,-87.6161737,41.8813536,-87.6174959,41.88225339285714,-87.61711450714286,highway
117476804,trunk,40 mph,South DuSable Lake Shore Drive,asphalt,40,41.8809197,-87.6175059,41.8742702,-87.6173481,41.87794862,-87.61743278,highway
117577302,secondary,20 mph,West Harrison Street,asphalt,20,41.874327,-87.6518095,41.8743621,-87.6499546,41.87433956666667,-87.65115496666665,arterial
117578184,secondary,40 mph,West Roosevelt Road,asphalt,40,41.8666568,-87.6790382,41.8666814,-87.6771998,41.866667533333334,-87.67821916666666,arterial
117579722,residential,25 mph,South Morgan Street,asphalt,25,41.8695075,-87.6511181,41.8698218,-87.6511275,41.8696542,-87.65112236666668,residential
121165715,motorway,45 mph,South DuSable Lake Shore Drive,,45,41.8461506,-87.6114347,41.8539583,-87.6142742,41.850628291666666,-87.61294943333333,highway
122890693,motorway,35 mph,Eisenhower Expressway,concrete,35,41.8754747,-87.6419076,41.87553,-87.6392766,41.87550963333333,-87.64037226666666,highway
122890694,motorway,55 mph,Eisenhower Expressway,concrete,55,41.8756324,-87.6425698,41.8757604,-87.645957,41.87566817777778,-87.64447598888889,highway
124471084,motorway,55 mph,Dan Ryan Expressway (Express),,55,41.8155321,-87.6304393,41.8089384,-87.6318901,41.811356153846155,-87.63093205384615,highway
124471085,motorway,55 mph,Dan Ryan Expressway (Express),,55,41.8088654,-87.6315634,41.8159305,-87.6301095,41.8115052875,-87.63054773125,highway
124471090,motorway,45 mph,Dan Ryan Expressway,,45,41.8460662,-87.6371624,41.8466971,-87.6398044,41.84638165,-87.6384834,highway
124471093,motorway,45 mph,Dan Ryan Expressway,concrete,45,41.845404,-87.6343506,41.8460662,-87.6371624,41.8457351,-87.6357565,highway
124471094,motorway,55 mph,Dan Ryan Expressway (Express),,55,41.8031583,-87.6316437,41.7917803,-87.6312887,41.79777821111111,-87.63145992222222,highway
124471095,motorway,45 mph,Dan Ryan Expressway (Local),,45,41.837743,-87.6303935,41.8431915,-87.630578,41.841447689999995,-87.63038649,highway
124471096,motorway,55 mph,Dan Ryan Expressway (Express),concrete,55,41.8394971,-87.6310682,41.8155321,-87.6304393,41.825458579999996,-87.63070783,highway
124471097,motorway,55 mph,Dan Ryan Expressway,concrete,55,41.8704874,-87.6451132,41.8675233,-87.6447695,41.869045375,-87.644940925,highway
124471098,motorway,55 mph,Dan Ryan Expressway (Express),,55,41.8235173,-87.6302894,41.8386308,-87.6306674,41.8296748,-87.63044239999999,highway
124471099,motorway,45 mph,Dan Ryan Expressway (Local),concrete,45,41.8431915,-87.630578,41.845404,-87.6343506,41.8444873375,-87.63216295000001,highway
124471101,motorway,55 mph,Dan Ryan Expressway,concrete,55,41.8560902,-87.6442861,41.8591308,-87.6442225,41.85738065,-87.6441950375,highway
124471123,motorway,45 mph,Kennedy Expressway,concrete,45,41.8917025,-87.6516889,41.8933796,-87.6539958,41.89263972,-87.65296062,highway
124471130,motorway,45 mph,Kennedy Expressway,asphalt,45,41.8795473,-87.6456388,41.8816694,-87.6455944,41.880489274999995,-87.6456126,highway
124471131,motorway,45 mph,Kennedy Expressway,concrete,45,41.8786038,-87.6459781,41.8755475,-87.6456618,41.877200236363635,-87.64589261818182,highway
124471139,motorway,50 mph,Stevenson Expressway,,50,41.845973,-87.6466007,41.8458054,-87.6476602,41.84589432857143,-87.64702342857143,highway
124471140,motorway,50 mph,Adlai Stevenson Expressway,,50,41.8473263,-87.6382641,41.8460424,-87.6463285,41.847034765000004,-87.6427679075,highway
124471141,motorway,50 mph,Stevenson Expressway,concrete,50,41.8474238,-87.630973,41.8473369,-87.6366512,41.84742943333334,-87.63349037777776,highway
124471142,motorway,55 mph,Stevenson Expressway,,55,41.8424245,-87.6578249,41.8437457,-87.6547323,41.8430430875,-87.6564043125,highway
124471143,motorway,55 mph,Stevenson Expressway,,55,41.837422,-87.6694777,41.8373309,-87.6730662,41.8373831,-87.67090316666668,highway
124471144,motorway,55 mph,Stevenson Expressway,,55,41.8391019,-87.6642257,41.8394923,-87.6635603,41.8392971,-87.663893,highway
124538335,trunk,30 mph,East Lower Wacker Drive,concrete,30,41.8868391,-87.6272918,41.8882286,-87.6245675,41.887613637499996,-87.62595010625,highway
124538336,trunk,30 mph,West Lower Wacker Drive,,30,41.8869189,-87.6347905,41.8863477,-87.6363396,41.886778671428566,-87.63549797142856,highway
124538337,trunk,30 mph,East Lower Wacker Drive,concrete,30,41.8882163,-87.6223687,41.8882921,-87.6243195,41.8882806,-87.62353062,highway
124538338,trunk,30 mph,East Lower Wacker Drive,concrete,30,41.8882206,-87.6243209,41.888137,-87.6223596,41.88819555,-87.62323153333334,highway
131447661,secondary,30 mph,West Ogden Avenue,,30,41.8635415,-87.6893392,41.8639565,-87.6881777,41.863749,-87.68875845,arterial
131447664,secondary,30 mph,West Ogden Avenue,,30,41.8634143,-87.6898591,41.8635415,-87.6893392,41.8634588,-87.68962540000001,arterial
131447677,secondary,30 mph,West Ogden Avenue,asphalt,30,41.8647904,-87.6859876,41.865217,-87.6854421,41.8649708,-87.68574676,arterial
131451124,secondary,30 mph,West Ogden Avenue,,30,41.8631543,-87.6905747,41.8634143,-87.6898591,41.863311200000005,-87.69014286666668,arterial
143925556,secondary,30 mph,West Illinois Street,asphalt,30,41.8907681,-87.6355706,41.8907935,-87.6340339,41.89078088000001,-87.63477386000001,arterial
143926943,tertiary,30 mph,South Blue Island Avenue,asphalt,30,41.8552712,-87.6633857,41.8549267,-87.663671,41.8551127,-87.66351635999999,urban
143928401,secondary,20 mph,East Randolph Street,asphalt,20,41.8844843,-87.6239098,41.8844844,-87.6243714,41.8844841,-87.62417483333336,arterial
145846236,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8832559,-87.6245322,41.8821148,-87.6245076,41.88278004,-87.62452052,arterial
145846237,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8844844,-87.6243714,41.8850973,-87.624412,41.88472743333333,-87.62439210000001,arterial
145846240,secondary,30 mph,North Michigan Avenue,asphalt,30,41.8832566,-87.6242327,41.8838965,-87.6242714,41.883573725,-87.62425222499999,arterial
146010274,secondary,25,West 26th Street,,25,41.8446961,-87.6952109,41.8446391,-87.6999939,41.84467431428572,-87.69696705714286,arterial
146019078,secondary,30 mph,West Cermak Road,asphalt,30,41.8523241,-87.6665883,41.852259,-87.6706252,41.8522917,-87.66859735,arterial
151428224,residential,20 mph,West Vernon Park Place,,20,41.8729691,-87.6568326,41.8730855,-87.6517536,41.87302646249999,-87.65400735,residential
151938625,motorway_link,55 mph,,,55,41.8781212,-87.646166,41.8757124,-87.6500963,41.876608291176474,-87.64699398235294,highway
152759536,motorway,45 mph,Dan Ryan Expressway,concrete,45,41.8678449,-87.6445166,41.8724518,-87.6448164,41.87023434444445,-87.64471459999999,highway
152760610,motorway,55 mph,Dan Ryan Expressway,concrete,55,41.8660929,-87.6446873,41.8652181,-87.6446497,41.8656555,-87.6446685,highway
152761861,motorway,55 mph,Dan Ryan Expressway,concrete,55,41.8652181,-87.6446497,41.8637651,-87.6445857,41.864596875000004,-87.64462065,highway
152762223,motorway,55 mph,Dan Ryan Expressway,concrete,55,41.8637651,-87.6445857,41.8619363,-87.6445278,41.86288723333333,-87.64455763333332,highway
